Kisimov Asen,Tochka parva (1956)
White Al (I),Red Scorpion (1988)
Byron Lucille,Hitchhike to Happiness (1945)
McColm Wendy,Dwight Freeney's Cereal Commercial (2012)
Sarmenta Romnick,Berdugo (1998)
Heffner Kyle T.,The Woman in Red (1984)
Ellis Frank (I),Stick to Your Guns (1941)
Ladd Alan (I),The Mysterious Miss X (1939)
Washington Andrew,Manifesto (2011)
Weinrib Lennie,London Derrière (1968)
Accioly Catarina,Celeste & Estrela (2005)
Canova Zeke,In Caliente (1935)
Whitlock Destiny,Tooth Fairy (2010/I)
JAM,Angel of Passion (1995)
Caprani Lise,Humidity (2000)
Albert Brandon,Patriots (1994)
Chen Manling,You long xi feng (1968)
Dwyer Alice,Kombat Sechzehn (2005)
Bardem Pilar,Vivir así (1998)
Pagel Aaron,Paternity Test (2007)
Dalbés Alberto,100 Rifles (1969)
Slaven Buster,Little Lord Fauntleroy (1936)
Lazarus Jon Kevin,The American Werewolf Project (2013)
Reed Violet,The Tongueless Man (1912)
Eline Marie,The Heart of a Child (1913)
Albalate Núria,Coco rallado (2008)
Faraj Said,Then the Night Comes (????)
Tissot Alice,La caserne en folie (1937)
De Paris Wilbur,Windjammer: The Voyage of the Christian Radich (1958)
Muhlach Niño,Beloy and the kid (1976)
Daems Betty,Sinjorenbloed (1953)
Walsh Matt (I),Man Boobs (2008)
Rodriguez James (IX),Judgment Call (2003)
Waugh Doug,The Prototype (2013/I)
Bowen Jay (II),Occupational Hazards (2007)
Mohanty Aparajita,Topaye Sindura Dipata Shankha (1989)
Grando Kelley,The Donor (1995)
Foster Aaron (I),Dumped (2010)
Bedi Rakesh,Jungle Beauty (1991)
Lam King-Kong,Chu sheng zhi du (1993)
Lively Jason,Maximum Force (1992)
Hasse Clemens,Immensee - Ein deutsches Volkslied (1943)
Warwick Robert (I),The Murder Man (1935)
Stuckey Whitney,The Day Lufberry Won It All (2010)
Prats Matías (I),Imágenes del deporte Nº 24 (1970)
Silverheels Jay,Raiders of the Border (1944)
Wang Jaqueline,Nightingale (2013)
Johnson Noble (I),A Western Governor's Humanity (1915)
Nastase Alina,Side B (2013)
Gardner Ava,City on Fire (1979)
Van Peebles Mario,Guardian (2001)
Ericks Siv,Mästerdetektiven lever farligt (1957)
Castro Blanco Jesús,Senda ignorada (1946)
Vista Jack Larga,Oki Doki Doc (1996)
Wong Melvin,Lie tou (1982)
Terry Ellen (I),Pillars of Society (1920)
Marc Monica,Pornografie illegal? (1971)
Wray Fay,The Bowery (1933)
Tamiroff Akim,Dangerous to Know (1938)
Lodej Anna,Foreign Currency (2006)
Sobolevsky Pyotr,Oqros biliki (1945)
Kim Dong-hwa,Byutipul seondei (2007)
Wilderson Wayne,The Enigma with a Stigma (2006)
Isbert Alfonso,Locas vacaciones (1984)
Syomina Tamara,Ispolnitel prigovora (1992)
Vansier Natalie,Desiderata (2009)
Mayran Larry,Bobby Jones: Stroke of Genius (2004)
Davis Samantha (VI),Moon Ring (2010)
Weisman Kevin,Bohica (2008)
Watson Caven,Madeleine (1950)
Farc Abrahão,Anuska Manequim e Mulher (1968)
Moore Dale D.,Shadowland (2010)
Wang Han Chen,Dong fu yan wan (1977)
de Cordova Louella,Agila ng Maynila (1989)
Antal Anette (I),Az utolsó kör (1968)
Hün Hadi,Sokak sarkicisi (1959)
Garrett Betty,Trail of the Screaming Forehead (2007)
Galang Carlo Morris,I've Fallen for You (2007)
Payne Marvin,Treasure Chest (1996)
Syroid Claire,Xyzfear (2000)
Vu Cathy (II),The Memory of Rain (2011)
Garcia Gomes,Incandescent Noise (2012)
Lundt Grete,Miss Rockefeller filmt (1922)
Fane Dorothy,In the Night (1922)
Chkheidze Bidzina,Sabaleto pa (1996)
Rizo Orzai,The Stolen Moments of September (2007)
Cmíral Jan,Rozpustený a vypustený (1985)
Ouazani Sabrina,Tout ce qui brille (2010)
Ross Lisa (I),Knuckle Sandwich (2004)
Gittelson June,Dizzy Doctors (1937)
Dammann Gerhard,War es der im 3. Stock? (1939)
Oller Ventura,Los desamparados (1962)
Hino Kenshi,A Zen Life: D.T. Suzuki (2006)
Batista Linda (II),Entrei de Gaiato (1959)
Guerrasio John,Driver: San Francisco (2011)
Goodman John (I),Pie in the Sky (1996)
Tiercelet Jean-Claude,Natalia (1988)
Kinney Martin,Winning a Widow (1916)
Hallbäck Ivar,Bohus bataljon (1949)
Alvarado David (VIII),What We Do Is Secret (2007)
Kross Ken,The Woman: Chapter One - Ice Cream Run (2013)
Ayral Adem,Kara kentin çocuklari - Losers of the Dark City (2000)
Hermann Irm,Mutter Küsters' Fahrt zum Himmel (1975)
Asada Atsushi (II),Chikan densha: Chibusa ga yureru (1990)
Allen Robert (I),Hold 'Em Navy (1937)
Davidson Ross (I),The Crimson Permanent Assurance (1983)
Orudzhev Rachik,Prodayotsya detektor lzhi (2005)
Mone Bob,Stuck on You (2003)
Halliwell Geri,George Michael: A Different Story (2005)
Wauters Henry,Barak 1 (1946)
Hinds Ciarán,Salvation Boulevard (2011)
Simpkins Kayla,The Hands (2009)
Pradhan Vishwajeet,Men Not Allowed (2006)
Sammarelli Roberta,I soliti idioti: Il film (2011)
Harris Finlay,Day of the Flowers (2012)
Rivero Santiago,Manolo guardia urbano (1956)
Takano Hiroshi (I),Hoshikuzu kyôdai no densetsu (1985)
Burckle Aaron,Figment (2007)
Bagneris Vernel,Down by Law (1986)
Raymond Sid,Cat Tamale (1951)
Preston J.A.,Two-Minute Warning (1976)
Steinway Mark,An American Opera (2007)
Varma Jagannatha,Nagarathil Samsara Vishayam (1991)
Kenton Erle C.,His Speedy Finish (1917)
Sims Natasha,BattleCell: BattleFeed (2010)
Derkum Alexander,Night of the Vampire Hunter (2000)
Redondo Emiliano,Madrid Costa Fleming (1976)
Justice Roderick,The Rumble (2012)
Fröhlich Franz,Was will Brigitte? (1941)
Shah Ritesh,American Desi (2001)
Bolier Valérie,Une femme d'extérieur (2000)
Chekan Stanislav,Sudba (1977)
Blake Oliver,The Adventures of Mark Twain (1944)
Allgood Sara,Lydia (1941)
Kercheval Ken,The Lincoln Conspiracy (1977)
Pathanjali Prasad Ananda,The Telephone Eulogies (2008)
Viso Marrisa,Terracotta (2009)
Thompson Bobb'e J.,Nic & Tristan Go Mega Dega (2010)
Lorenzon Livio,Anche l'inferno trema (1958)
Ladrón de Guevara María Fernanda,Encrucijada para una monja (1967)
Knaup Karl,Meine schöne Nachbarin (2009)
Thrasher Kim,A Genesis Found (2010)
Castro José (I),Hundarna i Riga (1995)
Bennett Charles (II),I Live My Life (1935)
Fernando Zafiro,Oki Doki Doc (1996)
Jebian Vahe,Dusk (2006)
Bui Kevin,The Death of Bliss (2012)
Teddy Wilson and His Orchestra,Something to Shout About (1943)
Chandan (I),Saveray Wali Gaadi (1986)
Lawrence Marc (I),Blood Red (1989)
Farley Dot,Home Made Movies (1922)
Tahi Tóth László,Mi lesz veled Eszterke? (1968)
Del Grande Louis,Of Unknown Origin (1983)
Kazantzi Loula,Reuniting the Rubins (2010)
van Bennekom Simone,Hoogtepunt (2012)
Schimkus Susanne,Kuckucksei im Gangsternest (1969)
Gregoretti Ugo,Fatto su misura (1985)
Koch Christiane Gjellerup,Klassefesten (2011)
Rubin Jj,Circuit Breaker (2010)
Cyzon Anna,Unrivaled (2010)
Sambula Sorina,The Dinner Party (1995)
Cleary Kate,Bent Out of Shape (1995)
De Gray Sidney,Steele of the Royal Mounted (1925)
Samuels Miriam,Never Too Late (1996)
Puri Madan (I),Badle Ki Aag (1982)
Leverton Rich,Gunheavy (2008)
Orraca-Tetteh Aku,Grand Street (2013)
Pauly Edgar,Die Frau mit den zehn Masken 1. Begebenheit - Das Grab ohne Toten! (1922)
Korkoshko Svetlana,Neudobnyy chelovek (1985)
Cherry Thurston,Little Bear (2005)
Spangler Jean,Champagne for Caesar (1950)
Hui Ying Sau,Hun yin wu yu (1991)
Kubo Kene,Redbelt (2008)
Meredith Charles (I),Al Jennings of Oklahoma (1951)
Gillen Aidan,Trouble with Sex (2006)
Collier Richard (I),The Cheyenne Social Club (1970)
Katsube Yoshio,Matango (1963)
Marshall Marion,Gentleman's Agreement (1947)
Shajurjo,The Shop That Sold Everything (2008)
Hansen Janis,Airport (1970)
Bigalke Oli,Aschermittwoch (2007)
Hames Jr. Gene Kevin,Killing Them Softly (2012)
Sim Hannah (I),I Am Legend (2007)
Flioukas Labros,Stavraetoi sta Meteora (1970)
Blechman Amanda,3 Deserts' Reflection (2009)
Thompson Sherri,The Bell Witch Legend (2008)
Whitworth Johnny,Bye Bye Love (1995)
Curtis David J.,The Skeleton Key (2005)
Meury Anne-Laure,Josepha (1982)
Coppola Sam (II),Friends and Family (2001)
Emre Ünsal,Kadinca (1984)
Moody Chayenne (I),My Dinner with Generation X (2010)
Soualem Zinedine,Serial Lover (1998)
Preston Robert (I),The Dark at the Top of the Stairs (1960)
Feng Yi,Guo jiang long du chuang hu xue (1978)
Epand Daniel,Nico Vega's 'Gravity' (2010)
Hinrichs Fabian (I),Hochzeitspolka (2010)
Hart Harold 'Tommy',Never Steal Anything Small (1959)
Biron Georg,Nachtbus (1995)
Collins Paul (I),Challenge to Lassie (1949)
Smirnova Dina,Paris Underground (1945)
Donnelley Don,Blood Rush (2012)
Wennerwald Finn,Det hemmelighedsfulde X (1914)
Wilhite Terri,Midori (2008)
Washburn Bryant,The Falcon in Hollywood (1944)
Delarive Mathieu,Unfriend (2013)
Ryutani Osamu,Dynasty Warriors 7 (2011)
Kôdô Kokuten,Kami no taisho (1958)
Reiss Manfred,Paule Pauländer (1976)
Shultz Ron,Serial (2005)
Minegishi Tôru (I),Haruka nosutarujii (1993)
Cruz Elvira,Elvira y Abel (1998)
Bilimoria E.,Prithvi Putra (1938)
L'Ecuyer Olivier,Le temps d'une chasse (1972)
Johnson Tefft,Yellow Bird (1912)
Maratier Vincent,Voleurs de chevaux (2007)
Ramonito,Mga anghel na walang langit (1970)
Vladimirov Vladimir (II),Double Identity (2009)
Williams Brook (I),Villain (1971)
Manalo Jay,Kapalit? (2002)
Stapf Greta,Time Walker (1982)
Tung Christine,Amateur Night (1999)
Braugher Andre,Get on the Bus (1996)
Harris Brian (XIX),Chains (2008)
Palay Abdurrahman,Anasi gibi (1957)
Sidibe Maka,Aligato (2003)
Bodoin Jacques,La grande vadrouille (1966)
Westphal Gene,The Great Lester Boggs (1974)
Baer Buddy,Giant from the Unknown (1958)
Yuen Derek,To Market to Market (1987)
Alina Vatafu,Adam Resurrected (2008)
Morgan Paul D.,Exodus to Dimension 11 (2011)
Winchell Paul,The Man from Clover Grove (1975)
Reitel Enn,Driver (1999)
Nakamura Keisaburo,Shiobara Tasuke meibaden (1916)
Waldau Gustav,Geliebte Welt (1942)
Osbond Roger,The Bike Thief (2005)
Acosta Armando,Modisto de señoras (1969)
Korínek Stanislav,Bozská Ema (1979)
Cañizares Santiago (I),Lola Paz y yo (1974)
Bush Eugene,Of Boys and Men (2008)
Kida Shiro,Nihon no ichiban nagai hi (1967)
McCall Malik,I Spy (2002)
DiMonriva Leandro (I),The Devil Cats (2004)
Kuzmenko M.,Memento mori (1991)
Berner Michaela (II),Offspring (2010)
Levine Anna (I),White Hot (1989)
Pihlajamaa Raikko,Yön saalistajat (1984)
Martinez Lito,Ikaw ang mahal ko (1996)
Markiewicz Loren,The Spade County Massacre (2011)
Bernscherer Tibor,Zuhanórepülés (2007)
Bonelli Signor,Le astuzie di Nelly (1914)
Henry Jerome,The Hitch-Hikers (1989)
Cansino Richard,Survival of the Fattest (2000/I)
Boeken Ludi,Q (2011)
Onoe Matsunosuke,Hinotama tenzen (1919)
Grey Anne (I),Bonnie Scotland (1935)
McClatchy Lulu,Not Suitable for Children (2012)
Grass Vincent (I),Big Kiss (2004)
Swann Briana,Red Hook Summer (2012)
Mason Dave (XI),Roses of April (2007)
Fakkel Patrick,Alias (2002)
Djuric Slobodan (I),Deca vojvode Smita (1967)
Arreola Juan José,Cayunda (1975)
McIntyre Ian (VI),Zombie Resurrection (2012)
Greenfield Merrie,Psi-Ops: The Mindgate Conspiracy (2004)
Caetano Pedro (I),Rio à Noite (1962)
Perest Viktoria,Innamorata della morte (2004)
Castellitto Sergio,Giovanni Senzapensieri (1986)
Pennington Jessica (I),Hotel Transylvania (2012)
Irons Jeremy,The Chronoscope (2009)
Hamil Zach,(Yielding to)
Aris Ben (I),Up at the Villa (2000)
Sadler William (I),Keep Your Enemies Closer (2011)
Eik Alexander,Kvinnen i mitt liv (2003)
Beck John (II),Chain of Command (2000)
Bojanic Dragomir 'Gidra',Mars na Drinu (1964)
Kennedy Bill (I),Northern Pursuit (1943)
Beery Wallace,The Lost World (1925)
Schifter David,Strawberry Wine (2009)
Usher Beverley,Caught in the Net (1928)
Dunn James (I),Government Girl (1943)
Svedberg Yvonne,Tvingad att leva (1980)
Henderson Dell,A Victim of Circumstances (1911)
Bassey Ebbe,Siri oko fo (2008)
Carleton Claire,Lost in a Turkish Bath (1953)
Scott Randolph (I),Albuquerque (1948)
Alexandridis Yanis,I arhontissa tou limaniou (1969)
Hill Ramsay,King of the Khyber Rifles (1953)
Sands Richard 'Rico',If You Could Say It in Words (2008)
Diderich Uwe,Das Wagnis des Arnold Janssen (1983)
Cox Victor,Abilene Town (1946)
Heilmann Claus,Manden som ikke ville dø (1999)
Polanski Roman,Lotna (1959)
Ligon Grover,Hash House Mashers (1915)
Rajz János,Egy srác fehér lovon (1973)
Picas Jaume,La piel quemada (1967)
Zechmayer Wolfgang S.,Welcome Home (2004)
Sundberg Betty,Geriatric Hat Trick (2008)
Arrais Igor,Além de Ti (2012)
Shorter Dwayne,A Gang Land Love Story (2010)
Shahane Renuka,Money Money (1995)
Ishikawa Natsue,Za reipu (1982)
Purcell Noel (I),The Millionairess (1960)
Sinniger Christian,Ça vaut mieux pour tout le monde (1995)
Eken Murat,Çok filim hareketler bunlar (2010)
Kapelos John,The Relic (1997)
Espinosa Emilio S.,El hombre que supo amar (1978)
Fite Hunter,Dinner Out (2010)
Butterworth Evans,Ripple Effect (2007)
Hannah John (I),The James Gang (1997)
Veneti Elena,Edo kai tora... aggouria!!! 'Posa fagate simera?' (1982)
Marsi Virginia,Vacanze di Natale 2000 (1999)
McQuarrie Stuart,The Honeytrap (2002)
Mohamed Maghnia,The Sheltering Sky (1990)
Cugini Anna,Ladri di futuro (1991)
Malini Hema,Param Vir Chakra (1995)
Livane Lisa,L'ombre d'une chance (1974)
Caetano Fernanda,Ópera do Malandro (1986)
Rademakers Alex,Mola ser malo (2005)
Benetti Carlo,In vecchie membra... pizzicor d'amore (1915)
Bagley Ross (I),Independence Day (1996)
Plint Rebecca (II),Daddy's Little Girl (2012)
Aylesworth Arthur,King of the Underworld (1939)
Stratigos Stephanos,O prodotis prepei na pethani (1970)
Shumway Lee,Home in Wyomin' (1942)
Karsenti Sabine,Elysian Fields (1998)
Dietrich Eve,Der Stern von Afrika (1957)
Zhang Yang (III),Shiqi sui de dan che (2001)
Welcher Buck,An Officer and a Gentleman (1982)
Lares Oscar,Best Laid Schemes (2010)
Mosnier Charles,La malle au mariage (1912)
Paso Encarna,¿Es usted mi padre? (1971)
Boyett William,Newsies (1992)
Marie-Laurence,Christine se marie (1946)
Lalli Pio,Manuale d'amore 2 (Capitoli successivi)
Taylor-Shellman Endalyn,Center Stage (2000)
Michaels Maysen,The Pom Pom Massacre (????)
Knezevic Matija,Ratovi (2012)
Dublino Daniele (I),Lettera aperta a un giornale della sera (1970)
Creighton Michael (II),BlindSight (2012)
Blomgren Bengt,Ung sommar (1954)
Milosavljevic Dragoljub-Gula,Izbiracica (1961)
Gables Sonia,Myrte en de Demonen (1950)
Ozenne Jean,Pleins feux sur l'assassin (1961)
Gripenberg Maggie,Nobelpristagaren (1918)
Pou Josep Maria,La duquesa roja (1997)
Gravy Claudia,El acto (1989)
Williams Hugh (I),Bitter Sweet (1933)
Ramli Hamdan,Mantra (2010/I)
Molvig Grynet,Barnförbjudet (1979)
Perrin Julia (I),Hôtel pour jeunes filles (1980)
D'Amelio Sandro,Victoriana (2007)
Scruggs Amy,Big Kids Care (2010)
Czerwinska Magdalena,Siedem przystanków na drodze do raju (2003)
Solorzano Ignacio,El jinete solitario (1958)
Serengil Öztürk,Kadin berberi (1964)
Mason James (III),Bolt (1997)
Heinrich Peter (I),Mädchen beim Frauenarzt (1971)
Palmucci Laura,La historia oficial (1985)
Humbert George,Counsellor at Law (1933)
Greer Donn,Shot on Location (1972)
Jason Peter,Cahoots (2001)
Singh Ram (III),Udhar Ka Sindur (1976)
Hlophe Mlungisi,Blood Diamond (2006)
Drewes Ronald,Even More Confused (2003)
Vaikonpää Lennart,Helmikuun manifesti (1939)
Profé Georg A.,Mein Herz darfst du nicht fragen (1952)
Tironi Eugenio,Chile los héroes están fatigados (2002)
Wouterse Jack,Pluk van de petteflet (2004)
Ralph Louis,Verwandte sind auch Menschen (1940)
Sisniega Sofía,Flight of the Butterflies (2012)
Ragsdale William,What Just Happened (2008)
Hill Madisen,Rock-a-bye Road Cinema Thrills (2013)
Curcio Dino,I pappagalli (1955)
Travail Jacques,Stella (1999)
Smith Richard (XIII),Poor But Dishonest (1915)
James John (I),The Wild Frontier (1947)
Marquet Mary,Le secret de soeur Angèle (1956)
Cornay Emily,Video Girl (2011)
McKeown David (I),The Intruder (1999)
Mead Stacey (I),Safety First (2006)
Gheorghiu Raluca,Nalba (2012)
Arbó Manuel,La ciudad de los sueños (1954)
Tibet Kartal,Fadime (1970)
Rynkiewicz Danuta,Tam i z powrotem (2002)
Trofimov K.,Vspomnim tovarishch! (1987)
Lindinger Hugo,Melodie und Rhythmus (1959)
Crooks William (IV),Darwin Life Cycle (2012)
Viénot Janine,D'homme à hommes (1948)
Wilmoth Robert,Piranha 3DD (2012)
Lekha Shanti,Sura Chowraya (1967)
Block Andrew (IV),Blood Sun Town (2013)
Rizabawa,Soorya Vanam (1998)
Marchese Giuseppe,Sanguepazzo (2008)
Karadzic Milutin,Udri jace manijace (1995)
Hazanavicius Serge (I),En attendant (2000)
Hentschel Falk,Omission (2011/I)
Van Ark Joan,The Last Dinosaur (1977)
Jonathan Wesley,Crossover (2006)
Kazançel Ersun,Bir hizmetçi kizin hatira defteri (1963)
Valkama Reino,'Minä elän' (1946)
Fiderio George,Spellfound (2010)
Acuña Martha,Abuso (2001)
Taylor Ron (II),Astronomy (1988)
Újvári Zoltán,Balra a nap nyugszik (2000)
Elise Michelle,Rockabilly Zombie Weekend (2013)
Mckory Connor,In the Company of Strangers (2007)
Grécault Jean,La vouivre (1989)
Medjesi Ljiljana,Tetoviranje (1991)
Hu Chin,Xia liu she hui (1976)
Zurkowski Ted,The Suitors (1988)
Markl Elise,Im Banne der Kralle (1921)
Flink Hugo,Eine kleine Nachtmusik (1940)
Kruger Paul (I),Mountain Music (1937)
Westling Dominica,Murder101 (2013)
Jr. Jr. Hendrik Toompere,Seenelkäik (2012)
Skála Petr,Pricházejí z tmy (1954)
Reis Margarida (I),La reine Margot (1994)
Maulhardt Heinrich,I miracoli accadono ancora (1974)
de Souza Ruth,O Cabeleira (1963)
O'Connor Kathleen (I),The Sawmill (1922)
Abe Masae,Abunômaru: Ingyaku (1988)
Vempo Aliki,Enas vlakas... me patenta! (1963)
Hung Hua-liang,Shen jian shuang feng (1969)
Shepard Iva,The Little Stowaway (1912)
Moes Jerzy,Lalka (1968)
Loeillet Sylvie,Le prof (2000/I)
Szilágyi Péter (II),Halálutak és angyalok (1991)
Hack Herman,Texas Buddies (1932)
Collette Yann,Pullman paradis (1995)
Sterler Hermine,Das Fräulein aus Argentinien (1928)
Silva Armanda,O Testamento do Senhor Napumoceno (1997)
Quinn Anthony (I),East of Sumatra (1953)
Uzunov Ognyan,Letaloto (1981)
Houlberg Gudrun,Lidenskabens Magt (1915)
Dillon Edward,Enoch Arden: Part I (1911)
Escobio Elvireta,Cuadernos de contabilidad de Manolo Millares (2005)
Jennings DeWitt (I),The Meanest Gal in Town (1934)
Matsuoka Fumio,Meitantei Conan: Seiki matsu no majutsushi (1999)
Sakura Kinzoh,Yabanjin no youni (1985)
Malhotra Veena,Dharam Ka Insaaf (1993)
Harron Robert,A Lodging for the Night (1912)
Fraissex Thierry,Un matin rouge (1982)
Faithfull Marianne,Shopping (1994)
Yoshigumi Luzia,Meu Japão Brasileiro (1965)
von Thellmann Erika,Ein ganz großes Kind (1952)
la Mata Sonia de,En la noche (1964)
Kuznetsova Vera (I),Mat (1956)
Matson Katy,Wild Hearts Can't Be Broken (1991)
Scullin Kevin,Drugs 101 (2010)
Eaton Christine,Vaginal Holocaust (2009)
Mazzinghi Bernard,38 témoins (2012)
Hardison Asiel,The Longest Yard (2005)
Thompson Lauren (XVIII),Zombie Resurrection (2012)
Rust Richard (III),Wir marschieren mit (1938)
Danning Sybil,Meteor (1979)
Phelan John (I),Hostility Hotel (2010)
Howard Kathleen (I),Mysterious Intruder (1946)
Didier Cécile,L'évadé des Tuileries (1911)
Chase Charley (I),Ruby Lips (1929)
Vignolo Paulo,Si tu vas à Rio... tu meurs (1987)
Saylor Syd,Sailor Suits (1929)
De Leon Van,Ang nasasakdal! (1966)
Callaway Edgar M.,The Making of (2005/II)
Taylor Frank Hoyt,Talladega Nights: The Ballad of Ricky Bobby (2006)
Støvelbæk Anette,Italiensk for begyndere (2000)
Delaunay,Le retour d'Ulysse (1909)
Bradbury Ronald,Cavanaugh of the Forest Rangers (1918)
Daner Ilhan,Son sabah (1978)
Norris Lance,The Mouse (1996)
Fry Joel (II),10000 BC (2008)
Paine Bonnie,Ninja Academy (1988)
Lerma Arturo,Gamugamong Naging Lawin (1951)
Brucke Jim,Visitation (2009)
Wieternik Nora,Vera Vera (1971)
Müller Vlado,Vanoce s Alzbetou (1968)
Do Carmo Antonio Agusto,Wild Orchid (1989)
Robinson Lula,County General (2005)
Romelus K.,After Hours: The Movie (2011)
Souratha Tida,Pure (2004)
Rowe Tracy Lee,Used Cars (1980)
Yasukawa Mickey,Ôkami no ôji (1963)
Garland Kara,Daylight (2012)
Prokashmoni,Jore Barat (1931)
Ventosa Jorge,8 citas (2008)
Cadelli Rick,Billy Frankenstein (1998)
Millaire Albert,À corps perdu (1988)
Winling Paul,Consentement mutuel (1994)
Maras Ana,Zapamtite Vukovar (2008)
Devine Sean (I),Chasing Holden (2003)
Shapovalov Vitali,Déjà vu (1990)
Danetti Theodor,Schimb valutar (2008)
Doucet Catherine,The Party's Over (1934)
DeLeo Peter Paul,Chapter Zero (1999)
Singh Opender,Shut Up and Shoot! (2006)
Groth Karl-Erik,Uppdrag i Korea (1951)
Staley Steve (II),Naruto: Narutimetto hîrô (2003)
Green Thomas (VIII),On Guard (2012)
Barnett Vince,Champagne for Breakfast (1935)
Aubert Pascal,Dossier Caroline Karsen (2005)
Stenerud Thomas,Olsenbanden Jr. Sølvgruvens hemmelighet (2007)
Ahuja Sarvar,Meri Padosan (2009)
Lopez Perry,Drum Beat (1954)
Canero Francisco,The Big Boodle (1957)
Doucette Samara,Three Card Stud (1999)
Godfrey Patrick (I),EverAfter (1998)
Ortego Artie,Black Bart (1948)
Michalak Maciej,Zerwane cumy (1979)
Choi Bool-am,Mun (1978)
Jonas Harry,Love Life and Laughter (1923)
Melin Sven,Flottans överman (1958)
Loree Brad (I),Halloween: Resurrection (2002)
